"Name","R.A.","Dec.","z","Type"
"SNF20080910-007","03:07:04.28","+16:19:51.9","0.07908","Ia"
"SNF20080911-007","02:58:31.87","-15:11:25.4","0.08136","Ia"
"SNF20080911-012","01:58:48.47","-17:10:04.3","0.104","Ia"
"SNF20080913-034","03:40:42.41","-13:17:39.0","0.09916","Ia"
"SNF20080914-001","04:57:27.43","-00:04:08.3","0.02363","Ia"
"SNF20080916-021","04:17:50.97","-00:22:15.3","0.07447","Ia"
"SNF20080917-002","21:38:31.812,21:38:31.97","+09:51:15.30,+09:51:14.7","0.03944","Ia"
"SNF20080918-000","23:33:18.98","+25:12:50.8","0.06655","Ia"
"SNF20080918-002","22:41:48.12","+17:37:38.9","0.08648","Ia"
"SNF20080918-004","00:59:58.85","-09:00:32.9","","Ia"
"SNF20080919-000","00:03:34.48","+24:13:04.4","0.05991","Ia"
"SNF20080919-001","01:06:44.74","-11:07:35.2","0.04214","Ia"
"SNF20080919-002","02:25:21.21","-08:38:59.4","0.05564","Ia"
"SNF20080926-009","22:08:22.38","-10:58:21.0","0.07255","Ia"
"SNF20080926-013","00:38:15.95","+20:21:01.6","0.09","Ia"
"SNF20080926-014","00:34:23.85","+24:21:40.7","0.043","Ia"
"SNF20080927-001","01:37:09.20","-09:21:09.0","0.04152","Ia"
"Spock","12:37:06.530,12:37:06.53","+62:15:11.70,+62:15:11.7","0.839","Ia"
"Strolger","12:36:46.879,12:36:20.630,12:36:20.63","+62:11:45.21,+62:10:50.58,+62:10:50.6","1.06,1.01","Ia"
"Zwicky","03:32:45.650,03:32:45.65","-27:44:24.30,-27:44:24.3","0.521","Ia"
"iPTF13ebh","02:21:59.98","+33:16:13.7","0.013269","Ia"
"LSQ12fhs","22:52:23.45","-20:36:53.7","0.03315","Ia"
"ASASSN-13cj","16:17:11.01,16:17:11.04","+04:33:14.7,+04:33:14.688","0.018","Ia"
"ASASSN-13cp","15:33:49.236,15:33:49.24,15:33:49.2","+21:08:21.87,+21:08:21.9,+21:08:20.4","0.023576","Ia"
"ASASSN-14as","12:57:33.90,12:57:34.08","+35:31:34.0,+35:31:35.76","0.03744","Ia"
"ASASSN-14ax","17:10:00.700,17:10:00.70,17:10:00.72","+27:06:19.61,+27:06:19.6,+27:06:20.16","0.033","Ia"
"ASASSN-14ay","15:57:03.150,15:57:03.15,15:57:02.88","+37:24:57.78,+37:24:57.8,+37:24:56.52","0.030869,0.030847","Ia"
"ASASSN-14ba","10:21:31.900,10:21:31.90,10:21:31.68,10:21:31.9","+08:24:21.12,+08:24:21.1,+08:24:18.648","0.032668","Ia Pec"
"ASASSN-14bt","10:19:19.960,10:19:19.96,10:19:19.68","+58:30:15.42,+58:30:15.4,+58:30:19.8","0.0289","Ia"
"ASASSN-14cb","13:08:14.24,13:08:14.4","+62:02:00.9,+62:02:02.4","0.033643","Ia"
"ASASSN-14co","15:57:29.910,15:57:29.91,15:57:29.76","+01:06:33.74,+01:06:33.7,+01:06:33.984","0.03334","Ia"
"ASASSN-14cu","12:47:02.68,12:47:02.64","-24:14:41.3,-24:14:41.64","0.024797","Ia"
"ASASSN-14db","22:02:01.85,22:02:01.92","-70:02:26.1,-70:02:26.2,-70:02:27.96","0.037519","Ia"
"ASASSN-14dz","15:05:54.522,15:05:54.52,15:05:54.48","+12:44:43.33,+12:44:43.3,+12:44:43.44","0.022202","Ia"
"ASASSN-14ef","22:12:10.710,22:12:10.71,22:12:10.8","-27:49:43.37,-27:49:43.4,-27:49:43.32","0.028733","Ia"
"ASASSN-14em","14:01:49.99,14:01:49.92","+34:21:42.7,+34:21:42.84","0.035124","Ia"
"ASASSN-14eo","01:57:36.75,01:57:36.72","+16:46:20.7,+16:46:20.64","0.026819","Ia"
"ASASSN-14ep","15:23:44.06,15:23:44.16","+68:37:55.6,+68:37:55.56","0.022829","Ia"
"ASASSN-14es","14:35:01.754,14:35:01.75,14:35:01.68","+26:32:38.91,+26:32:38.9,+26:32:38.76","0.030705","Ia"
"ASASSN-14ew","20:22:00.88,20:22:00.72","-51:47:46.5,-51:47:44.88","0.019597","Ia"
"ASASSN-14fo","20:34:06.432,20:34:06.43,20:34:06.48","-01:58:03.59,-01:58:03.6,-01:58:03.576","0.024","Ia"
"ASASSN-14gh","17:15:09.35,17:15:09.36","+41:48:39.3,+41:48:39.24","0.0044","Ia"
"ASASSN-14hp","21:30:31.420,21:30:31.42,21:30:31.44","-70:38:34.35,-70:38:34.3,-70:38:34.44","0.03892","Ia"
"ASASSN-14hr","01:50:41.230,01:50:41.23,01:50:41.232","-14:31:04.75,-14:31:04.8","0.03362","Ia"
"ASASSN-14hu","06:43:26.92,06:43:26.88","-69:38:14.7,-69:38:14.28","0.015","Ia"
"ASASSN-14ig","01:16:04.95,01:16:04.944","-61:37:16.6,-61:37:16.7,-61:37:15.96","0.029","Ia"
"ASASSN-14ih","22:34:29.81,22:34:29.76","-24:39:52.4,-24:39:52.2","0.033466","Ia"
"ASASSN-14ii","22:16:40.78,22:16:40.8","-36:09:39.9,-36:09:39.96","0.0308","Ia"
"ASASSN-14in","18:24:29.61,18:24:30","+52:26:32.8,+52:26:29.4","0.033","Ia"
"ASASSN-14iu","09:10:39.530,09:10:39.53,09:10:39.6","+50:22:48.26,+50:22:48.3,+50:22:48.36","0.016855","Ia"
"ASASSN-14jc","07:35:35.288,07:35:35.29,07:35:35.28","-62:46:12.64,-62:46:12.6,-62:46:12.72","0.011325","Ia"
"ASASSN-14jz","18:44:44.340,18:44:44.34,18:44:44.4","-52:48:05.48,-52:48:05.5,-52:48:05.4","0.012","Ia"
"ASASSN-14kq","23:45:15.51,23:45:15.6","-29:47:01.1,-29:47:00.96","0.0336","Ia"
"ASASSN-14kr","12:54:13.150,12:54:13.15,12:54:13.2","-07:38:57.46,-07:38:57.5,-07:38:57.444","0.014","Ia"
"ASASSN-14lo","11:51:53.19,11:51:53.28","+18:32:31.0,+18:32:30.84","0.01993","Ia"
"ASASSN-14lq","22:57:19.41,22:57:19.44","-20:58:00.8,-20:58:00.84","0.026191","Ia"
"ASASSN-14lt","03:11:02.540,03:11:02.54,03:11:02.544","-13:06:38.76,-13:06:38.8,-13:06:38.88","0.032046","Ia"
"ASASSN-14lu","14:10:39.52,14:10:39.6","-02:40:56.0,-02:40:55.992","0.026995","Ia"
"ASASSN-14lv","23:32:07.370,23:32:07.37,23:32:07.44","-41:16:11.76,-41:16:11.8,-41:16:11.64","0.049194","Ia"
"ASASSN-14me","01:26:40.216,01:26:40.22,01:26:40.224","-57:59:49.87,-57:59:49.9,-57:59:49.92","0.018","Ia"
"ASASSN-14mf","00:04:54.459,00:04:54.46,00:04:54.4584","-32:26:14.63,-32:26:14.6,-32:26:14.64","0.0311","Ia"
"ASASSN-14mg","02:53:58.100,02:53:58.10,02:53:58.104","-21:38:52.86,-21:38:52.9,-21:38:52.8","0.031","Ia"
"ASASSN-14mu","09:26:17.250,09:26:17.25,09:26:17.28","+45:29:25.20,+45:29:25.2,+45:29:25.08","0.027249","Ia"
"ASASSN-15ad","06:23:44.87,06:23:44.88","-16:05:51.0,-16:05:51","0.024","Ia"
"CSS100312:120855-033744","12:08:54.97","-03:37:43.8","","Ia"
"CSS100912:223118+010516","22:31:18.33","+01:05:16.0","","Ia"
"CSS110206:123132+230544","07:48:42.51","+23:05:44.1","","Ia"
"CSS110701:014408+124812","01:44:07.99","+12:48:12.1","0.06","Ia"
"CSS110701:014551+143502","01:45:50.50,01:45:50.52","+14:35:00.0,+14:35:01.9","0.06","Ia"
"CSS120413:132702-014513","13:27:02.04","-01:45:12.7","0.084","Ia Pec"
"CSS120415:110518-083453","11:05:18.02,11:05:17.94","-08:34:53.0,-08:34:52.97","0.1","Ia"
"CSS120415:170824+030104","17:08:24.35","+03:01:03.5,+03:01:03.50","0.077","Ia"
"CSS120416:091631+075020","09:16:30.57","+07:50:20.2","0.119","Ia"
"CSS120418:113531+054254","11:35:31.02","+05:42:54.1","0.119,0.103","Ia"
"CSS120418:125049+222228","12:50:48.51","+22:22:28.3","0.072","Ia"
"CSS120419:143825+175814","14:38:25.29","+17:58:14.0,+17:58:14.1","0.179,0.171","Ia Pec"
"CSS120424:151613-095504","15:16:13.05","-09:55:03.9","0.116","Ia"
"CSS120917:164704+231612","16:47:03.95","+23:16:11.6","0.12","Ia"
"CSS120925:003040+123156","00:30:40.47","+12:31:56.4","0.1","Ia"
"CSS120926:171458+344754","17:14:57.76","+34:47:53.8","0.09","Ia"
"CSS121005:212556+122328","21:25:55.86","+12:23:27.8","0.04","Ia"
"CSS121006:015926+014412","01:59:25.99","+01:44:11.8","0.08","Ia"
"CSS121008:014245+213928","01:42:44.76","+21:39:28.4","0.05","Ia"
"CSS121011:163803+372814","16:38:03.00","+37:28:14.0","0.04","Ia"
"CSS121014:233045-124838","23:30:45.00","-12:48:38.0","0.13","Ia"
"CSS121106:003304+312335","00:33:03.80","+31:23:35.3","0.14","Ia"
"CSS121112:002624+163027","00:26:23.86","+16:30:27.4","0.05","Ia"
"CSS121112:024457+353043","02:44:56.90","+35:30:43.1","0.041","Ia"
"CSS121122:025711+112343","02:57:11.0","+11:23:43.0","0.07","Ia"
"CSS121212:021426+052309","02:14:25.79","+05:23:08.8","0.08","Ia"
"CSS121212:025025+070218","02:50:25.0","+07:02:18.0","0.12","Ia"
"CSS130103:080252+162813","08:02:52.01","+16:28:13.2","0.06","Ia"
"CSS130214:110748+243938","11:07:48.0,11:07:47.78","+24:39:38,+24:39:38.4","0.096,0.095","Ia"
"CSS130217:101310-163154","10:13:10.26,10:13:10.25","-16:31:53.6","0.06","Ia"
"CSS130218:092354+385837","09:23:53.52","+38:58:36.8,+38:58:36.7","0.05","Ia"
"CSS130303:105206-133424","10:52:06.06","-13:34:24.7","0.08","Ia"
"CSS130307:134411+030344","13:44:10.80,13:44:10.79","+03:03:44.2","0.08","Ia"
"CSS130317:082848+293031","08:28:47.78","+29:30:30.8","0.08","Ia"
"CSS130318:133316+605531","13:33:15.70","+60:55:30.5","0.07","Ia"
"CSS130401:125031+090817","12:50:31.40","+09:08:16.9","0.084","Ia"
"CSS130401:173433+434219","17:34:32.50","+43:42:18.8","0.035","Ia"
"CSS130413:130441+315257","13:04:41.07","+31:52:56.6","0.17","Ia"
"CSS130413:163836+260935","16:38:35.62","+26:09:34.6","0.14","Ia"
"CSS130419:125840+654716","12:58:40.09","+65:47:16.2","0.08","Ia"
"CSS130421:145636+174410","14:56:35.87,14:56:35.83","+17:44:12.6,+17:44:10.5","0.03301","Ia"
"CSS130502:102512+302715","10:25:12.31","+30:27:14.5","0.06","Ia Pec"
"CSS130502:114010+300146","11:40:10.06","+30:01:45.7","0.03","Ia"
"CSS130502:115738+333229","11:57:37.57","+33:32:28.9","0.08","Ia"
"CSS130509:121714+121504","12:17:14.03","+12:15:03.6","0.1","Ia"
"CSS130509:165032+494344","16:50:31.97","+49:43:44.0","0.06","Ia"
"CSS130512:125701+062050","12:57:00.97","+06:20:50.0","0.1","Ia"
"CSS130512:144703+034951","14:47:02.96","+03:49:50.7","0.08","Ia"
"CSS130519:151011+230449","15:10:10.75","+23:04:48.5","0.13","Ia"
"CSS130828:223849-251246","22:38:48.96","-25:12:46.2","0.074","Ia"
"CSS130905:015812-041446","01:58:12.36,01:58:12.35","-04:14:46.1","0.19","Ia"
"CSS130913:013913-025241","01:39:13.01","-02:52:40.6","","Ia"
"CSS130923:074557+232216","07:45:57.28","+23:22:16.5","0.07","Ia"
"CSS130925:225818-090644","22:58:17.85,22:58:17.84","-09:06:44.5,-09:06:44.4","0.08","Ia"
"CSS130930:013836-192936","01:38:36.50,01:38:36.49","-19:29:35.7","0.071","Ia"
"CSS130930:020518+000556","02:05:17.91,02:05:17.90","+00:05:55.6","0.07","Ia"
"CSS131002:080005+400532","08:00:05.02,08:00:05.01","+40:05:31.9,+40:05:31.8","0.07","Ia"
"CSS131004:231555+224932","23:15:54.63","+22:49:32.1","0.07","Ia"
"CSS131023:221244+014803","22:12:43.79","+01:48:03.3","0.04","Ia"
"CSS131025:003216-074653","00:32:16.49","-07:46:53.3","0.07","Ia"
"CSS131031:004302-070331","00:43:02.49","-07:03:30.6","0.07","Ia"
"CSS131031:095508+064831","09:55:08.22","+06:48:31.4","0.08","Ia"
"CSS131110:092949+152714","09:29:48.79","+15:27:14.2","0.08","Ia"
"CSS131211:084339+161038","08:43:39.30","+16:10:38.1,+16:10:38.0","0.069","Ia"
"CSS131224:020446-000718","02:04:46.41","-00:07:18.4","0.08","Ia"
"CSS131225:030144-092044","03:01:44.32","-09:20:43.5","0.051","Ia"
"CSS131225:052305-080228","05:23:04.94","-08:02:27.7","0.045","Ia"
"CSS140103:082332+283814","08:23:32.10,08:23:32.11","+28:38:14.0","0.11","Ia"
"CSS140103:130555+112833","13:05:54.94","+11:28:32.8","0.09","Ia"
"CSS140104:002811-041606","00:28:10.90","-04:16:06.2","0.13","Ia"
"CSS140109:095728+274221","09:57:28.35","+27:42:21.0","0.09","Ia"
"CSS140109:100201+404034","10:02:01.00","+40:40:33.6","0.14","Ia"
"CSS140123:093027+411345","09:30:27.32","+41:13:45.4","0.12","Ia"
"CSS140123:111719+361025","11:17:18.76","+36:10:24.5","0.08","Ia"
"CSS140128:082352+043655","08:23:52.31","+04:36:55.0","0.06","Ia"
"CSS140128:100158+255444","10:01:57.63","+25:54:44.0","0.15,0.16","Ia"
"CSS140128:110457+300122","11:04:57.10","+30:01:22.0","0.029","Ia"
"CSS140204:092250+292926","09:22:49.75","+29:29:25.7","0.06","Ia"
"CSS140305:104323+013442","10:43:23.11,10:43:23.10","+01:34:42.2,+01:34:42.4","0.11","Ia"
"CSS140309:103126-155700","10:31:25.62","-15:57:00.2","0.07,0.03","Ia"
"CSS140424:123226+154840","12:32:25.66,12:32:25.67","+15:48:39.5,+15:48:39.6","0.17,0.16","Ia"
"CSS140426:171938-010130","17:19:38.28","-01:01:30.0","0.033453","Ia"
"CSS140427:222246+192845","22:22:46.07","+19:28:45.4,+19:28:45.5","0.06","Ia"
"CSS140501:170414+174839","17:04:13.69","+17:48:39.4,+17:48:39.5","0.07","Ia"
"CSS140505:114217+383529","11:42:17.0,11:42:16.67","+38:35:29,+38:35:28.8","0.05","Ia"
"CSS140509:161445+023534","16:14:45.0,16:14:44.90","+02:35:34,+02:35:34.4","0.08","Ia"
"CSS140609:173103+203632","17:31:03.15,17:31:03","+20:36:32.2,+20:36:32","0.05","Ia"
"CSS140620:171007+610911","17:10:07.0,17:10:06.63","+61:09:11,+61:09:10.6","0.085","Ia"
"CSS140622:133751+340948","13:37:51.0,13:37:51.37","+34:09:48,+34:09:47.9","0.07","Ia"
"CSS140628:164427+285658","16:44:27.0,16:44:27.40,16:44:27","+28:56:58,+28:56:57.8","0.053,0.058","Ia"
"CSS140831:012531+070251","01:25:31.0,01:25:30.80","+07:02:51,+07:02:51.4","0.04","Ia"
"CSS141021:030330-053334","03:03:30.43","-05:33:33.9,-05:33:33.10","0.097","Ia"
"CSS141118:013255-013727","01:32:54.75","-01:37:27.2","0.0796","Ia"
"CSS141123:091002+521856","09:10:01.86,09:10:01.81","+52:18:56.2,+52:18:56.4","0.04","Ia"
"DES12C2a","03:41:13.10,03:41:13.1","-28:59:37.9","0.21","Ia"
"DES12C3a","03:36:19.90,03:36:19.9","-29:00:49.6","0.24","Ia"
"DES12S2b","02:44:00.31","-00:15:26.6","0.37","Ia"
"DES13C13abhe","03:33:28.80","-28:26:33.9","0.695","Ia"
"DES13C13abht","03:34:00.65","-28:39:36.8","0.69","Ia"
"DES13C1juw","03:38:31.04","-27:02:34.0","0.2","Ia"
"DES13E1ao","00:29:07.55","-43:08:27.6","0.172","Ia"
"DES13E1dcb","00:30:58.63","-42:10:20.2","0.179","Ia"
"DES13S1qv","02:52:46.53","-00:07:39.1","0.187","Ia"
"DES14C1bdv","03:34:52.66","-27:49:58.1","0.443","Ia"
"DES14C1es","03:36:41.40","-27:50:24.0","0.219","Ia"
"DES14C1eu","03:38:53.58","-27:54:18.1","0.39","Ia"
"DES14C1fkl","03:40:24.63","-26:43:19.5","0.385","Ia"
"DES14C1jkw","03:39:37.63","-27:48:46.9","0.1729","Ia"
"DES14C1qty","03:34:06.22","-27:37:55.6","0.148","Ia"
"DES14C2fkd","03:33:45.34","-29:40:36.2","0.16","Ia"
"DES14C2fkf","03:35:38.75","-28:19:09.6","0.386","Ia"
"DES14C2gwx","03:33:35.18","-29:11:26.3","0.198","Ia"
"DES14C2ikn","03:35:23.57","-29:35:30.4","0.18","Ia"
"DES14C2kct","03:39:35.46","-28:54:38.8","0.333","Ia"
"DES14C2pw","03:38:02.38","-29:19:49.2","0.101","Ia"
"DES14C3cwp","03:27:10.88","-27:49:19.6","0.279","Ia"
"DES14C3cxt","03:27:21.32","-28:07:30.0","0.2153","Ia"
"DES14C3foo","03:28:09.10","-27:31:58.5","0.338","Ia"
"DES14C3gqv","03:28:38.86","-27:08:31.8","0.22","Ia"
"DES14C3hud","03:28:39.14","-28:06:29.7","0.225","Ia"
"DES14C3mpt","03:33:12.20","-28:01:29.5","0.3339","Ia"
"DES14C3nj","03:34:03.05","-28:19:05.4","0.45","Ia"
"DES14C3rap","03:31:11.39","-27:57:33.5","0.33","Ia"
"DES14C3tvk","03:28:16.64","-28:03:49.2","0.53","Ia"
"DES14E1anf","00:33:56.13","-43:20:59.1","0.149","Ia"
"DES14E1gw","00:26:45.80","-43:26:02.5","0.4533","Ia"
"DES14E1rph","00:27:25.54","-42:51:01.5","0.1054","Ia"
"DES14E1tb","00:28:48.01","-43:33:44.2","0.37","Ia"
"DES14E2u","00:37:51.13","-43:43:17.2","0.292","Ia"
"DES14S1aot","02:51:12.85","-00:40:08.8","0.364","Ia"
"DES14S1aow","02:50:35.72","+00:56:16.6","0.472","Ia"
"DES14S1aoz","02:50:27.57","-00:52:18.4","0.525","Ia"
"DES14S1kdq","02:49:04.83","+00:34:56.5","0.3275","Ia"
"DES14S1lfk","02:50:26.63","-00:21:42.2","0.439","Ia"
"DES14S1qid","02:51:56.62","-00:31:23.0","0.228","Ia"
"DES14S1rag","02:50:15.02","-00:44:41.9","0.47","Ia"
"DES14S1rah","02:48:57.46","-00:24:30.3","0.199","Ia"
"DES14S2bnq","02:43:40.05","-00:45:43.0","0.18531","Ia"
"DES14S2boa","02:44:19.15","-00:27:01.3","0.398","Ia"
"DES14S2dbi","02:41:04.30","-00:57:18.9","0.236","Ia"
"DES14S2pkz","02:43:27.38","-01:36:13.1","0.234","Ia"
"DES14S2pon","02:41:12.39","-00:45:51.7","0.414","Ia?"
"DES14S2qb","02:43:59.72","-00:54:22.1","0.24","Ia"
"DES14S2qg","02:42:21.44","-01:21:42.9","0.11","Ia"
"DES14X1fnt","02:18:11.14","-05:00:36.5","0.315","Ia"
"DES14X1oes","02:19:19.90","-05:47:22.0","0.3","Ia"
"DES14X2ags","02:24:00.58","-06:29:51.8","0.3","Ia"
"DES14X2bnz","02:25:01.24","-06:16:42.8","0.147","Ia"
"DES14X2byo","02:23:46.93","-06:08:12.3","0.86","Ia"
"DES14X2dl","02:22:44.29","-06:03:48.9","0.44","Ia"
"DES14X2eei","02:22:53.77","-06:15:24.5","0.197","Ia"
"DES14X2gxr","02:21:10.71","-06:27:47.2","0.332","Ia"
"DES14X2rao","02:24:01.90","-06:48:38.2","0.283","Ia"
"DES14X2raq","02:23:36.76","-05:28:53.2","0.239","Ia"
"DES14X3aeb","02:24:24.61","-04:40:29.7","0.314","Ia"
"DES14X3ajv","02:24:58.40","-04:15:03.1","0.613","Ia"
"DES14X3amb","02:23:17.03","-05:10:55.6","0.259","Ia"
"DES14X3ftq","02:26:39.29","-04:58:14.7","0.35","Ia"
"DES14X3jmx","02:24:14.02","-05:09:52.5","0.502","Ia"
"Hadrian","07:17:20.115","+37:49:54.54","0.261,0.261","Ia"
"HFF13cha","07:17:32.781,07:17:32.78","+37:44:41.18,+37:44:41.2","0.557","Ia"
"HFF14Jan","02:39:51.824,02:39:51.82","-01:35:21.97,-01:35:21.10","0.305","Ia"
"iPTF13acq","10:00:46.20","+02:33:04.5","0.105","Ia"
"iPTF13adg","12:34:39.95","+16:42:39.9","0.12","Ia"
"iPTF13adm","14:07:41.54","+60:03:18.9","0.131593","Ia"
"iPTF13ads","13:01:26.09","+41:43:53.4","","Ia"
"iPTF13adv","15:08:52.64","+01:08:43.1","0.073","Ia"
"iPTF13adw","14:21:01.12","+50:15:00.3","0.092","Ia"
"iPTF13aeo","09:50:46.17","+03:01:12.3","0.1811","Ia"
"iPTF13aep","11:47:20.85","+19:35:31.9","0.203","Ia"
"iPTF13agl","14:42:51.58","+08:45:29.0","0.03517","Ia"
"iPTF13aia","12:31:53.24","+09:12:19.2","","Ia"
"iPTF13aic","10:50:30.62","+11:37:22.3","0.1715","Ia"
"iPTF13aie","12:13:27.74","+02:12:08.7","","Ia"
"iPTF13aif","12:09:14.21","+14:01:18.9","0.146807","Ia"
"iPTF13aij","12:08:46.26","+39:53:25.6","","Ia"
"iPTF13ajv","13:31:07.11","+19:28:37.8","0.09","Ia"
"iPTF13akb","13:21:15.77","+29:32:52.8","","Ia"
"iPTF13akc","07:32:56.34","+64:54:40.2","0.013896","Ia"
"iPTF13akl","15:09:35.58","+57:37:29.5","0.0772","Ia"
"iPTF13alc","07:55:56.40","+64:32:37.6","0.14","Ia"
"iPTF13alo","13:32:41.75","+30:26:34.8","","Ia"
"iPTF13byy","16:35:41.07","+37:25:12.8","0.23","Ia"
"iPTF13byz","16:12:20.50","+16:29:16.3","0.215","Ia"
"iPTF13dkj","23:08:50.77","+20:04:08.7","0.03","Ia"
"iPTF13dvp","01:06:54.41","+32:34:51.8","0.12","Ia"
"iPTF13dvq","02:17:57.25","+00:52:17.3","0.12","Ia"
"iPTF13dwk","23:51:42.55","+26:39:45.9","0.11","Ia"
"iPTF13dwl","21:16:49.05","+12:00:50.8","0.08","Ia"
"iPTF13dyt","05:01:48.26","+02:41:49.7","0.11","Ia"
"iPTF13dyu","03:09:26.96","+41:11:34.8","0.052","Ia"
"iPTF14avr","16:20:00.62","+38:24:02.8","0.09","Ia"
"iPTF14avu","16:35:33.37","+66:37:08.8","0.1","Ia"
"iPTF14awe","17:21:45.92","+69:49:14.1","0.041","Ia"
"iPTF14axt","16:15:41.37","+31:45:14.9","0.05827","Ia"
"iPTF14axv","18:01:51.29","+67:02:27.4","0.09","Ia"
"iPTF14axy","18:50:03.04","+59:16:11.2","0.07","Ia"
"iPTF14azl","12:26:36.03","+10:50:44.8","0.0662","Ia"
"iPTF14bbr","12:26:11.11","+07:40:04.9","0.013109","Ia"
"iPTF14bce","16:08:19.35","+29:41:47.5","0.19","Ia"
"iPTF14bcu","12:26:07.93","+51:18:58.4","0.175","Ia"
"iPTF14bda","16:03:57.74","+05:00:37.3","0.2","Ia"
"iPTF14bdd","16:58:01.50","+36:23:45.2","0.15","Ia"
"iPTF14edf","17:23:23.27","+59:44:56.0","0.18","Ia"
"iPTF14efr","22:01:50.78","+22:01:55.8","0.05","Ia"
"iPTF14eje","23:13:10.35","+29:11:28.9","0.12","Ia"
"iPTF14emu","00:51:29.06","-01:00:09.2","0.1","Ia"
"iPTF14evz","20:46:10.03","+00:23:02.3","0.078","Ia"
"iPTF14flj","21:39:20.15","+27:07:31.2","0.18","Ia Pec"
"iPTF14flt","00:57:19.79","+09:45:26.4","0.06","Ia"
"iPTF14fri","22:06:12.99","+15:32:10.9","0.081","Ia"
"iPTF14fuu","22:29:43.85","-27:49:42.1","0.13","Ia"
"iPTF14fva","23:56:22.00","+34:08:03.2","0.088","Ia"
"iPTF14fww","00:41:18.29","+15:26:17.4","0.1025","Ia"
"iPTF14fyn","01:30:54.41","+44:01:20.6","0.185","Ia"
"iPTF14fyq","00:03:21.72","+43:41:10.6","0.065","Ia"
"iPTF14fyt","22:16:43.30","+24:20:44.0","0.12","Ia"
"iPTF14fyx","23:54:04.87","+46:02:48.9","0.13","Ia"
"iPTF14fzd","00:54:40.93","+06:29:32.8","0.15","Ia?"
"iPTF14gbp","01:18:29.79","+41:20:07.8","0.11","Ia?"
"iPTF14gdr","00:27:58.35","-05:12:59.5","0.069","Ia"
"iPTF14ghj","23:07:31.64","+24:58:44.3","0.1","Ia"
"iPTF14gjh","00:19:56.37","+36:45:21.5","0.042","Ia"
"iPTF14gjm","02:07:51.02","+36:43:24.7","0.067","Ia"
"iPTF14gkg","01:02:10.63","+40:50:56.7","0.11","Ia"
"iPTF14gmo","02:21:18.32,02:21:18.35","+40:51:15.8,+40:51:15.9","0.066","Ia"
"iPTF14gnk","22:21:35.58","+27:25:03.3","0.087","Ia"
"iPTF14gnl","00:23:48.33","-03:51:27.9","0.05","Ia"
"iPTF14gnn","00:07:19.50","+31:52:42.4","0.086","Ia"
"iPTF14gnw","21:36:03.73","+17:15:47.2","0.177","Ia"
"iPTF14gnz","21:44:56.59","+22:39:29.9","0.11","Ia"
"iPTF14goa","21:08:27.07","+24:35:24.9","0.157","Ia"
"iPTF14gtb","00:23:32.61","-56:54:12.9","0.1975","Ia"
"iPTF14gtp","01:24:12.75","+39:40:13.2","0.145","Ia"
"iPTF14guz","00:30:59.90","+39:02:13.2","0.151","Ia"
"iPTF14gwh","23:49:23.01","+39:18:02.9","0.1214","Ia"
"iPTF14gwp","01:13:40.15","+45:00:39.4","0.22","Ia"
"iPTF14gxf","03:00:40.63","+36:19:53.7","0.135","Ia"
"iPTF14haa","00:30:05.14","+07:02:26.6","0.19","Ia"
"iPTF14hlm","09:08:45.72","+55:32:41.0","0.04646","Ia"
"iPTF14hup","01:56:56.33","+41:22:31.5","0.08","Ia"
"iPTF14hvh","10:29:27.99","+22:00:46.8","0.05445,0.05443","Ia"
"iPTF14hvs","10:26:05.29","+18:34:08.6","0.108","Ia"
"iPTF14ibo","23:04:59.31","+17:29:09.5","0.08","Ia"
"iPTF14igh","12:35:50.40","+54:54:06.3","0.1","Ia"
"iPTF14igi","08:21:34.69","+38:50:42.1","0.123","Ia"
"iPTF14igj","08:55:54.67","+31:08:35.3","0.088","Ia"
"iPTF14igk","13:09:15.17","+59:20:56.8","0.0447","Ia"
"iPTF14iit","02:38:56.24","+23:52:07.6","0.096","Ia"
"LSQ11ne","01:55:39.6,01:55:39.59","-07:30:25,-07:30:25.0","0.093","Ia"
"LSQ12agk","11:46:12.70","-01:56:29.9","0.22","Ia"
"LSQ12ale","11:43:56.51","+07:55:37.3","0.08","Ia"
"LSQ12apf","11:27:08.06","-09:13:22.3","0.19","Ia"
"LSQ12ayu","09:21:59.69","+16:52:50.4","0.0732","Ia"
"LSQ12bgl","10:47:46.740,10:47:46.74","-06:04:20.64","0.091","Ia"
"LSQ12bia","10:28:33.790,10:28:33.79","-10:34:41.52","0.053","Ia"
"LSQ12bjm","14:07:53.88","-12:46:16.7","0.053","Ia Pec"
"LSQ12bjw","14:12:28.73","-16:35:33.4","0.1","Ia"
"LSQ12bmn","14:27:11.30","+18:35:24.4","0.083","Ia"
"LSQ12bnb","11:48:27.79","-02:27:46.0,-02:27:46.1","0.085","Ia"
"LSQ12bnt","12:51:32.230,12:51:32.23","+04:01:25.68","0.129","Ia"
"LSQ12bov","13:57:10.44","+16:17:07.8","0.063","Ia"
"LSQ12bpc","14:48:53.50","+15:36:53.3","0.05","Ia Pec"
"LSQ12bpg","15:07:32.00,15:07:31.610,15:07:31.61","+20:33:00.0,+20:33:00.36","0.077,0.076","Ia"
"LSQ12bpo","11:23:34.49","-12:23:58.9,-12:23:58.92","0.12","Ia"
"LSQ12bpr","15:47:21.480,15:47:21.48","-03:32:36.92","0.102","Ia"
"LSQ12bpy","13:36:40.370,13:36:40.37","-21:51:15.48","0.111","Ia"
